polarity,text,Positive/Negative/neutral
-0.14990723562152133,old stori much new folk bore first episod usual tragedi ravag royal keep ruthless heir bay pure cash grab littl substanc sad,Negative
0.8,pilot weakest episod show great,Positive
0.03,like 2nd episod way first im actual excit show go thank took time us truli get know king 2nd episod curious see goe,Positive
0.525,great first episod,Positive
-0.03888888888888889,word come mind hollow much cgi much violenc enough interest charact actor well materi portray charact want see depth world like game throne continu watch sens mysteri noth foreshadow keep audienc invest figur watch game throne battl sex scene dragon show may love storytel world creation first season anyway im afraid hous dragon go satisfi,Negative
1.0,incred way start show keep hope best come,Positive
0.25,charact hook immedi that job well done first episod,Positive
0.15,back westero there polit gore jar scene sex beauti charact build minor thing could better could ask got season 8,Positive
0.475,good got first episod didnt disappoint,Positive
0.0,got truli arriv masterpiec incom,Neutral
0.0,feel like prime got,Neutral
0.11666666666666665,absolut amaz bring old feel first got back definit go absolut amaz show,Positive
0.0,viewer compar origin episod got scene scene replac excit intrigu woke talk point,Neutral
0.13749999999999998,visual look good far although part good choic made choic lead actor ive never seen seri dont find least one charact likeabl absolut quit opposit cast start get annoy first episod otherwis remain seen whether seri take last longer wont big surpris sinc plot alreadi rough known unless produc pull nonsens like omin predict lol dirti sleev let hope that case alreadi went thorough wrong last season got,Positive
0.0,primer episodio hasta ahora puedo decir que la produccin es increbl uno de los mejor primero episodio que visto supongo que ayuda que juego de trono ya haya establecido mucha de las cosa que vemo aqu lo vi en espaol latino con mi hermano el doblaj es muy bueno en cuanto los personaj parec que han acertado con el elenco muy buena actuacion joder que hermosa son esa actric creo que la produccin cubr el vestuario pero quiero resaltar el vestuario el cual es increbl esperar el siguient episodio gusta mas est horario de estreno que el que suel usar netflix la medianoch,Neutral
0.2,amaz episod far better origin game throne pilot cant wait next sunday great job hbo,Positive
0.0,primeiro episodio muito bom como esperado,Neutral
0.3,love cinematographi imageri strike dramat didnt take crazi dragon ride tri impress show impress charact act script 3 compon mix cinematographi imageri costumeset epic combo well done,Positive
0.0,back bang,Neutral
0.4090909090909091,great start seri introduc audienc new charact enjoy cant wait definit worth watch fan georg r r martin book,Positive
0.52,earli perfect review someon hyper critic prequelssequelsrebootsretoolsetc hous dragon didnt feel unnecessari biggest concern felt like destin absolut get break badbett call saul vibe take near perfect entri tri top latter still stand seen dragon bone place,Positive
0.19999999999999998,first episod felt like watch full length movi came realize there still 9 episod left must watch televis,Positive
0.3,success find voic honour legaci got,Positive
-0.35,put sleep easier ambien least bore game throne yet,Negative
0.0,simplement perfecta,Neutral
0.44999999999999996,none charact engag interest reli heavili cg dragon much becam bore good start seri,Positive
0.20151515151515154,realli bad dont know peopl posit review your social justic warrior show first episod seem infus dialogu fit today environ year suppos take place game throne great first episod that case better figur someth quick thing end sooner think act fine dont understand cast either super disappoint,Positive
0.4,great stori charact develop visual stun time,Positive
0.12499999999999997,phew hous dragon brought back whole lot good memori game throne,Positive
1.0,one best show ive ever seen,Positive
0.6,intens warm plot,Positive
-0.06938775510204083,begin look like pure mediev nonsens dragon guess titl say offer unfortun fear clownish attempt put band back togeth band continu parad mediocr year come perus smatter review appar mani got starv peopl world continu stori potenti even close mark direct absent anyth close dramat produc tension act poor lack direct set either fake overdon music terribl nongot theme etc etc one product find ask one watch output said isnt workingand mani level appear delusion big concept selflov work,Negative
1.0,greatest 10 episod ever,Positive
0.0,vai targaryen voa dragozinho,Neutral
0.5,love love cgi love actor,Positive
0.33095238095238094,pick right got left term fandom everi bit reason love got everi reason love good product compel charact instant drama stake mention dragon boom dragon alot,Positive
0.0,astonish viscer emot danc dragon go biggest tv event next year,Neutral
0.11666666666666668,hbo alreadi ask critic form opinion watch episod 6 need know qualiti seri hbo expect audienc wait month half abl enjoy master piec terribl cgi rush charact plot nose refer origin got,Positive
0.5,grear job everyon start costum music script shot end act love,Positive
0.7,good inde blood sweat tear im wait,Positive
0.07727272727272727,perfect episod world asoiaf get excit moment much get dark twist moment violent yet scari yet beauti chaotic polit death come birth end come new begin asoiaf,Positive
0.475,good start remind got four first season,Positive
0.04999999999999999,love game throne must see,Positive
0.9,great origin hope best futur see absolut brilliant stori thought,Positive
0.0,amaz prequel pay homag origin seri cgi cinematographi absolut amaz show well put togeth see targaryen peak excit excit see show go,Neutral
0.24375,thing made game throne famous one place sex blood dragon familiar fight power one hour top speed,Positive
